Actual_Next_Total,Predicted_Next_Total,Hour,Minute,DayOfWeekNum,IsWeekend,IntervalIndex,FixedCycle_GivesGreen,Adaptive_GivesGreen,Actual_LowDemand,Actual_HighDemand,FixedCycle_WastedGreen,Adaptive_WastedGreen,FixedCycle_MissedHighDemand,Adaptive_MissedHighDemand,FixedCycle_Outcome,Adaptive_Outcome
52.0,42.12839452333154,2,45,1,0,230,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
41.0,42.40188528598688,3,0,1,0,231,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
50.0,42.492065739556466,3,15,1,0,232,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
35.0,44.18746858847684,3,30,1,0,233,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
29.0,64.04187565057973,3,45,1,0,234,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
121.0,114.41125277802257,4,0,1,0,235,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
86.0,108.52889363954863,4,15,1,0,236,1,1,1,0,1,1,0,0,Wasted green,Wasted green
135.0,104.20783027062838,4,30,1,0,237,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
91.0,123.96952897316515,4,45,1,0,238,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
149.0,110.30519074997385,5,0,1,0,239,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
100.0,155.08147890856344,5,15,1,0,240,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
132.0,132.34254673570783,5,30,1,0,241,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
197.0,148.0485387274375,5,45,1,0,242,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
224.0,186.6745816543585,6,0,1,0,243,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
187.0,181.0553795458899,6,15,1,0,244,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
183.0,188.0817331455368,6,30,1,0,245,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
188.0,184.4555874268461,6,45,1,0,246,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
158.0,186.7147007146957,7,0,1,0,247,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
168.0,176.8274060868957,7,15,1,0,248,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
199.0,182.6380469959761,7,30,1,0,249,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
214.0,188.10024328377693,7,45,1,0,250,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
179.0,179.5915791342239,8,0,1,0,251,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
202.0,184.04893217940034,8,15,1,0,252,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
160.0,183.37219255395038,8,30,1,0,253,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
195.0,164.934876161233,8,45,1,0,254,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
142.0,140.35318052534603,9,0,1,0,255,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
93.0,148.62174483444707,9,15,1,0,256,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
132.0,82.95472498729768,9,30,1,0,257,0,0,0,1,0,0,1,1,Missed high-demand,Missed high-demand
97.0,130.63860579466441,9,45,1,0,258,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
117.0,102.28193856054999,10,0,1,0,259,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
89.0,100.2286426708828,10,15,1,0,260,1,1,1,0,1,1,0,0,Wasted green,Wasted green
103.0,96.69219895444289,10,30,1,0,261,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
87.0,101.5764169639192,10,45,1,0,262,1,1,1,0,1,1,0,0,Wasted green,Wasted green
86.0,98.21709206686604,11,0,1,0,263,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
99.0,89.51927910118437,11,15,1,0,264,1,0,0,0,0,0,0,0,Useful green / acceptable,Acceptable red / low-medium demand
77.0,89.37210197055201,11,30,1,0,265,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
57.0,90.78354127491282,11,45,1,0,266,1,1,1,0,1,1,0,0,Wasted green,Wasted green
96.0,88.84848712038924,12,0,1,0,267,0,0,0,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
81.0,86.05238389530287,12,15,1,0,268,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
112.0,86.83691233256889,12,30,1,0,269,0,0,0,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
106.0,91.54919208506237,12,45,1,0,270,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
55.0,103.98158398784537,13,0,1,0,271,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
157.0,94.55669006765264,13,15,1,0,272,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
105.0,115.75463564882425,13,30,1,0,273,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
93.0,100.7684254682322,13,45,1,0,274,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
100.0,111.63029074918319,14,0,1,0,275,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
133.0,105.18645039409655,14,15,1,0,276,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
109.0,115.30541713619883,14,30,1,0,277,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
78.0,118.7343006127126,14,45,1,0,278,1,1,1,0,1,1,0,0,Wasted green,Wasted green
153.0,113.98825653538006,15,0,1,0,279,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
137.0,122.78811981302002,15,15,1,0,280,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
193.0,136.7559558580418,15,45,1,0,281,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
223.0,188.41628033364526,16,0,1,0,282,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
188.0,180.73759996119108,16,15,1,0,283,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
239.0,188.88919496846142,16,30,1,0,284,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
188.0,179.02970945979942,16,45,1,0,285,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
190.0,188.84284527795677,17,0,1,0,286,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
182.0,189.96842764470227,17,15,1,0,287,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
223.0,190.78788715735973,17,30,1,0,288,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
197.0,184.09900242057526,17,45,1,0,289,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
208.0,174.53470510082963,18,0,1,0,290,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
230.0,161.73905653337889,18,15,1,0,291,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
123.0,157.03242348753045,18,30,1,0,292,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
165.0,124.10761211413646,18,45,1,0,293,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
163.0,134.11869073347495,19,0,1,0,294,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
130.0,136.41602608735664,19,15,1,0,295,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
150.0,131.6505860603479,19,30,1,0,296,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
168.0,132.6093579008135,19,45,1,0,297,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
129.0,112.13955752706606,20,0,1,0,298,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
120.0,125.01881762724757,20,15,1,0,299,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
157.0,133.81426234387885,20,30,1,0,300,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
103.0,121.89308862667737,20,45,1,0,301,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
94.0,121.71422964007868,21,0,1,0,302,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
112.0,121.43298730185033,21,15,1,0,303,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
112.0,88.89764040712295,21,30,1,0,304,1,0,0,0,0,0,0,0,Useful green / acceptable,Acceptable red / low-medium demand
46.0,71.43636242215122,21,45,1,0,305,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
36.0,40.77627943890529,22,0,1,0,306,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
38.0,42.85476248647839,22,15,1,0,307,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
56.0,42.87140988131857,22,30,1,0,308,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
43.0,42.84163744388389,22,45,1,0,309,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
59.0,41.385163658094285,23,0,1,0,310,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
32.0,44.20614766219523,23,15,1,0,311,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
45.0,43.80212676007518,23,30,1,0,312,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
48.0,41.92118235898176,23,45,1,0,313,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
45.0,41.85046755844388,0,0,2,0,314,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
39.0,42.299814449539184,0,15,2,0,315,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
33.0,41.421223390575705,0,30,2,0,316,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
42.0,42.2015243990601,0,45,2,0,317,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
50.0,41.11291067791575,1,0,2,0,318,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
29.0,43.45322029606712,1,15,2,0,319,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
36.0,44.52654085243269,1,30,2,0,320,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
47.0,43.691573142236415,1,45,2,0,321,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
33.0,40.70057363566123,2,0,2,0,322,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
33.0,45.35430961542389,2,15,2,0,323,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
46.0,42.15926620038841,2,30,2,0,324,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
60.0,42.47764238996465,2,45,2,0,325,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
53.0,42.72647312615279,3,0,2,0,326,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
58.0,49.29768022142676,3,15,2,0,327,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
27.0,47.76075618891748,3,30,2,0,328,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
38.0,54.38373706239896,3,45,2,0,329,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
80.0,111.68864476065235,4,0,2,0,330,1,1,1,0,1,1,0,0,Wasted green,Wasted green
117.0,101.69513252643141,4,15,2,0,331,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
131.0,119.37075680495686,4,30,2,0,332,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
126.0,113.98050264807144,4,45,2,0,333,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
107.0,122.84398062319946,5,0,2,0,334,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
136.0,119.37142746137,5,15,2,0,335,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
115.0,136.5473894842112,5,30,2,0,336,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
186.0,141.72410887314467,5,45,2,0,337,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
211.0,185.14161196026572,6,0,2,0,338,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
207.0,180.43664856405084,6,15,2,0,339,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
170.0,185.31939133220442,6,30,2,0,340,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
188.0,184.27404307879883,6,45,2,0,341,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
189.0,187.34253512398664,7,0,2,0,342,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
172.0,190.19577721574285,7,15,2,0,343,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
189.0,178.10303136956406,7,30,2,0,344,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
191.0,190.41173719384446,7,45,2,0,345,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
208.0,185.07910431331828,8,0,2,0,346,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
176.0,185.9444746505066,8,15,2,0,347,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
228.0,185.8921271231123,8,30,2,0,348,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
222.0,188.62903704729797,8,45,2,0,349,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
120.0,132.78668795854514,9,0,2,0,350,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
95.0,107.09867518209764,9,15,2,0,351,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
115.0,102.93710825394783,9,30,2,0,352,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
122.0,109.45250234624467,9,45,2,0,353,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
69.0,105.9210996963247,10,0,2,0,354,1,1,1,0,1,1,0,0,Wasted green,Wasted green
85.0,98.57548242367386,10,15,2,0,355,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
92.0,99.77729884058004,10,30,2,0,356,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
61.0,117.32556524265506,10,45,2,0,357,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
85.0,92.86926032342326,11,0,2,0,358,1,1,1,0,1,1,0,0,Wasted green,Wasted green
79.0,84.99562556329525,11,15,2,0,359,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
78.0,88.00868533971419,11,30,2,0,360,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
79.0,87.78795594537426,11,45,2,0,361,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
106.0,89.18916314697348,12,0,2,0,362,1,0,0,0,0,0,0,0,Useful green / acceptable,Acceptable red / low-medium demand
70.0,91.39234643941006,12,15,2,0,363,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
79.0,85.34963787675096,12,30,2,0,364,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
74.0,86.1917366173061,12,45,2,0,365,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
117.0,99.44566446033078,13,0,2,0,366,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
173.0,108.78570599120484,13,15,2,0,367,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
165.0,143.7430578176904,13,30,2,0,368,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
63.0,124.90446661109365,14,0,2,0,369,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
155.0,123.9232275730682,14,15,2,0,370,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
132.0,159.6409296204891,15,0,2,0,371,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
157.0,150.16696454457647,15,15,2,0,372,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
196.0,129.05686298312932,15,45,2,0,373,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
200.0,190.85826127926427,16,0,2,0,374,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
194.0,186.44709587666125,16,15,2,0,375,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
186.0,184.16620763901946,16,30,2,0,376,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
222.0,185.78929409447275,16,45,2,0,377,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
207.0,187.7823889156598,17,0,2,0,378,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
189.0,189.1768887420675,17,15,2,0,379,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
191.0,191.0261058337939,17,30,2,0,380,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
195.0,191.66898918037728,17,45,2,0,381,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
193.0,176.6786916739881,18,0,2,0,382,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
174.0,163.48053419541725,18,15,2,0,383,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
126.0,151.50985230879905,18,30,2,0,384,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
141.0,122.89248160078398,18,45,2,0,385,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
149.0,121.05726421995088,19,0,2,0,386,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
118.0,127.20064574341211,19,15,2,0,387,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
148.0,124.52855288087174,19,30,2,0,388,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
145.0,127.28077927731822,19,45,2,0,389,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
142.0,128.27649434870438,20,30,2,0,390,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
124.0,131.34939139689976,20,45,2,0,391,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
110.0,123.23949341128653,21,0,2,0,392,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
140.0,134.27378131786244,21,15,2,0,393,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
127.0,104.75462191461607,21,30,2,0,394,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
57.0,85.02081975877937,21,45,2,0,395,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
47.0,43.294106851809936,22,0,2,0,396,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
27.0,41.36247443983155,22,15,2,0,397,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
37.0,47.87017360246782,22,30,2,0,398,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
47.0,41.43053557081462,22,45,2,0,399,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
46.0,42.66976015849393,23,0,2,0,400,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
35.0,42.70935904813271,23,15,2,0,401,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
33.0,41.93253747771831,23,30,2,0,402,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
56.0,42.921873506876636,23,45,2,0,403,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
49.0,40.95336921900724,0,0,3,0,404,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
56.0,41.46759821905727,0,15,3,0,405,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
38.0,41.81197600571514,0,30,3,0,406,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
41.0,41.093203431588954,0,45,3,0,407,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
56.0,41.73860671523158,1,0,3,0,408,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
26.0,42.51632729205891,1,15,3,0,409,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
27.0,43.806892048374095,1,30,3,0,410,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
54.0,42.29228851649057,1,45,3,0,411,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
48.0,40.95953213129213,2,0,3,0,412,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
53.0,43.16629672755168,2,15,3,0,413,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
57.0,44.639155933854575,2,30,3,0,414,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
28.0,43.713486260985654,2,45,3,0,415,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
38.0,38.77482910723345,3,0,3,0,416,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
38.0,44.459254449690064,3,15,3,0,417,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
35.0,39.60800878085973,3,30,3,0,418,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
35.0,47.961905979297626,3,45,3,0,419,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
87.0,115.17693627296948,4,0,3,0,420,1,1,1,0,1,1,0,0,Wasted green,Wasted green
110.0,91.82790320498114,4,15,3,0,421,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
155.0,111.01987662367566,4,30,3,0,422,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
93.0,138.39736257228182,4,45,3,0,423,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
145.0,132.31610782331762,5,0,3,0,424,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
136.0,134.97857657314455,5,15,3,0,425,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
129.0,140.86768560483816,5,30,3,0,426,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
204.0,138.25346264728472,5,45,3,0,427,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
210.0,182.87421012862796,6,0,3,0,428,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
198.0,182.99377340042986,6,15,3,0,429,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
204.0,180.28243838113835,6,30,3,0,430,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
167.0,193.78322407700168,6,45,3,0,431,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
192.0,181.08140568496373,7,0,3,0,432,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
225.0,188.11629701095472,7,15,3,0,433,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
170.0,183.02150229218924,7,30,3,0,434,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
166.0,168.8425308235642,7,45,3,0,435,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
200.0,189.02781251310026,8,15,3,0,436,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
150.0,180.46898312023194,8,30,3,0,437,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
125.0,124.87363030887565,9,0,3,0,438,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
76.0,103.87988515572683,9,30,3,0,439,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
112.0,121.87969990025692,9,45,3,0,440,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
134.0,94.55268952503926,10,15,3,0,441,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
70.0,105.60576766850332,10,30,3,0,442,1,1,1,0,1,1,0,0,Wasted green,Wasted green
80.0,96.8070413136244,10,45,3,0,443,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
101.0,92.0910928966893,11,0,3,0,444,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
72.0,92.97894515520753,11,15,3,0,445,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
94.0,87.65914976358017,11,30,3,0,446,1,0,0,0,0,0,0,0,Useful green / acceptable,Acceptable red / low-medium demand
94.0,87.83913157126725,11,45,3,0,447,0,0,0,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
75.0,91.46578606356636,12,0,3,0,448,1,1,1,0,1,1,0,0,Wasted green,Wasted green
104.0,87.78007444562222,12,15,3,0,449,0,0,0,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
88.0,89.40266324903541,12,30,3,0,450,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
70.0,91.11130768719869,12,45,3,0,451,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
130.0,104.68520406526898,13,0,3,0,452,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
176.0,112.05855369130572,13,15,3,0,453,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
134.0,149.37843153043573,13,30,3,0,454,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
107.0,131.8756641966707,13,45,3,0,455,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
105.0,120.56265299609223,14,0,3,0,456,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
86.0,108.52108926636761,14,15,3,0,457,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
80.0,96.370798615276,14,30,3,0,458,1,1,1,0,1,1,0,0,Wasted green,Wasted green
76.0,125.83530740001044,14,45,3,0,459,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
81.0,133.7217518516009,15,0,3,0,460,1,1,1,0,1,1,0,0,Wasted green,Wasted green
135.0,127.71125756879609,15,15,3,0,461,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
155.0,112.85917682084143,15,30,3,0,462,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
223.0,151.8997300652152,15,45,3,0,463,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
203.0,181.39030164489057,16,0,3,0,464,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
